ADD,                 <No ID Entered>,11/09/2018,12:10:35,12:10:57,      22,       0,       0,       0,       4,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/09/2018,12:11:31,13:43:06,    5495,       0,       0,       0,       5,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/09/2018,13:43:15,13:46:11,     176,       0,       0,       0,       5,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/09/2018,13:46:17,14:08:33,    1336,       0,       0,       0,       5,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/09/2018,14:08:42,14:10:52,     130,       0,       0,       0,       5,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/09/2018,14:17:13,14:18:22,      69,       0,       0,       0,       2,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/09/2018,14:18:34,14:18:49,      15,       0,       0,       0,       2,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/09/2018,14:22:08,14:23:03,      55,       0,       0,       0,       2,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/09/2018,14:28:23,14:39:32,     669,       0,       0,       0,       6,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/09/2018,14:39:39,14:39:55,      16,       0,       0,       0,       2,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/09/2018,16:28:00,16:28:43,      43,       0,       0,       0,       4,       0,       0,       0,       0
ADD,                 <No ID Entered>,11/09/2018,16:32:04,16:33:55,     111,       0,       0,       0,       1,       0,       0,       0,       0
